Label,Latitude,Longitude,Altitude,Roll,Pitch,Yaw
1,41.9012185771072,12.4999295309437,3.705708,0,90,0
3,41.9012185771072,12.4999502118293,3.705708,0,90,0
0,41.9012185771072,12.4999191905013,3.705708,0,90,0
2,41.9012185771072,12.4999398713861,3.705708,0,90,0
